objectid,fmr_code,fmr_areaname,fmr_0bdr,fmr_1bdr,fmr_2bdr,fmr_3bdr,fmr_4bdr,shape__area,shape__length
2383,NCNTY48417N48417,"Shackelford County, TX",756,778,973,1266,1432,3360686763.7578125,231997.28890939264
2384,NCNTY48419N48419,"Shelby County, TX",756,888,973,1353,1439,3001161671.0351562,315932.0390572812
2385,NCNTY48421N48421,"Sherman County, TX",756,778,973,1266,1432,3685970688.8789062,242897.25794545628
2386,NCNTY48425N48425,"Somervell County, TX",789,811,1015,1321,1493,695726496.484375,108643.18407449852
2387,NCNTY48427N48427,"Starr County, TX",737,742,973,1353,1490,3994457089.5351562,302576.7495876423
2388,NCNTY48429N48429,"Stephens County, TX",789,811,1015,1321,1493,3382486731.4804688,232464.6818306496
2389,NCNTY48431N48431,"Sterling County, TX",789,899,1133,1519,1871,3323365976.3554688,237698.4975487285
2390,NCNTY48433N48433,"Stonewall County, TX",789,811,1015,1321,1493,3411643982.03125,233704.8633025401
2391,NCNTY48435N48435,"Sutton County, TX",737,742,973,1214,1432,5090435328.265625,296302.952516873
2392,NCNTY48437N48437,"Swisher County, TX",756,783,973,1353,1432,3445508416.7578125,234875.82433037582
2393,NCNTY48443N48443,"Terrell County, TX",789,811,1015,1321,1493,8207106497.421875,462764.0165693101
2394,NCNTY48445N48445,"Terry County, TX",756,778,973,1266,1432,3302619116.6835938,229940.36324727742
2395,NCNTY48447N48447,"Throckmorton County, TX",767,788,986,1182,1451,3393868678.0273438,233055.38953789906
2396,NCNTY48449N48449,"Titus County, TX",774,779,973,1263,1288,1579336790.4414062,246135.2913647222
2397,NCNTY48455N48455,"Trinity County, TX",785,818,1010,1211,1486,2529455254.3242188,268545.3489055743
2398,NCNTY48457N48457,"Tyler County, TX",787,793,1040,1247,1604,3292993651.2695312,318041.74860355136
2399,NCNTY48461N48461,"Upton County, TX",789,811,1015,1321,1493,4424278796.996094,267097.42835495254
2400,NCNTY48463N48463,"Uvalde County, TX",850,856,1123,1488,1751,5332746188.847656,292751.323439103
2401,NCNTY48465N48465,"Val Verde County, TX",857,863,1064,1450,1455,11174141403.863281,532021.7065815228
2402,NCNTY48467N48467,"Van Zandt County, TX",839,844,1108,1458,1467,3143368370.71875,292845.8880547844
2403,NCNTY48471N48471,"Walker County, TX",857,1097,1210,1602,1780,2819059517.7421875,260613.1487244377
2404,NCNTY48475N48475,"Ward County, TX",945,963,1215,1576,1788,2987501103.9726562,350086.2389265392
2405,NCNTY48477N48477,"Washington County, TX",991,998,1309,1692,1733,2163631084.609375,307014.86861989286
2406,NCNTY48481N48481,"Wharton County, TX",758,838,1100,1500,1718,3738530733.8007812,293744.6230647239
2407,NCNTY48483N48483,"Wheeler County, TX",784,806,1008,1209,1483,3576651189.2421875,239350.18418142546
2408,NCNTY48487N48487,"Wilbarger County, TX",752,757,993,1191,1512,3701668424.3320312,310117.3681486351
2409,NCNTY48489N48489,"Willacy County, TX",737,742,973,1353,1432,1961331139.9550781,642726.2251878148
2410,NCNTY48495N48495,"Winkler County, TX",760,782,978,1173,1439,3028851244.7578125,231640.35658087136
2411,NCNTY48499N48499,"Wood County, TX",705,814,1022,1260,1398,2556625562.8984375,272636.7012756167
2412,NCNTY48501N48501,"Yoakum County, TX",922,1082,1186,1422,1745,2964446138.3828125,217973.04749340375
2413,NCNTY48503N48503,"Young County, TX",756,761,998,1388,1468,3450812217.6484375,235351.64670495962
2414,NCNTY48505N48505,"Zapata County, TX",747,751,973,1167,1432,3464318259.0195312,268015.1736371678
2415,NCNTY48507N48507,"Zavala County, TX",756,778,973,1353,1432,4411889191.542969,269389.56661707937
2416,NCNTY49001N49001,"Beaver County, UT",867,988,1186,1466,1635,10904880865.742188,500865.6825699766
2417,NCNTY49003N49003,"Box Elder County, UT",771,983,1118,1555,1875,31117946495.007812,760502.1774440439
2418,NCNTY49007N49007,"Carbon County, UT",761,857,1041,1323,1628,6496976236.1640625,432821.56781552377
2419,NCNTY49009N49009,"Daggett County, UT",843,960,1153,1569,1934,3266678503.2890625,359457.5933389546
2420,NCNTY49013N49013,"Duchesne County, UT",825,940,1129,1481,1571,14489551751.105469,517971.7018172823
2421,NCNTY49015N49015,"Emery County, UT",711,888,973,1310,1632,19204428912.097656,792133.0409622225
2422,NCNTY49017N49017,"Garfield County, UT",719,898,984,1211,1651,21676846880.9375,796681.7925623303
2423,NCNTY49019N49019,"Grand County, UT",1143,1303,1564,2128,2624,15816166945.328125,664282.026255887
2424,NCNTY49021N49021,"Iron County, UT",819,888,1120,1558,1879,13736911659.503906,549665.7760991297
2425,NCNTY49025N49025,"Kane County, UT",1213,1265,1660,1990,2785,16834741534.019531,703225.9709166584
2426,NCNTY49027N49027,"Millard County, UT",821,857,1124,1550,1555,29422271451.84375,742424.2839823643
2427,NCNTY49031N49031,"Piute County, UT",843,960,1153,1569,1934,3229814648.6054688,288316.0624075785
2428,NCNTY49033N49033,"Rich County, UT",711,810,973,1299,1632,5040618137.6484375,401096.11343079666
2429,NCNTY49037N49037,"San Juan County, UT",836,872,1144,1372,1626,32817049570.4375,1066421.114915606
2430,NCNTY49039N49039,"Sanpete County, UT",863,900,1181,1441,1564,6953839845.964844,411577.8688482014
2431,NCNTY49041N49041,"Sevier County, UT",748,945,1085,1440,1547,8180075555.0,432500.4900654369
2432,NCNTY49043N49043,"Summit County, UT",1771,1887,2185,2958,3492,8526259255.128906,631517.2567969903
2433,NCNTY49047N49047,"Uintah County, UT",754,846,1032,1406,1731,19978372514.15625,708172.337510355
2434,NCNTY49051N49051,"Wasatch County, UT",1277,1594,1747,2430,2931,5387593301.566406,438989.9591485512
2435,NCNTY49055N49055,"Wayne County, UT",711,810,973,1228,1632,10396909927.0,570107.7974868357
2436,NCNTY50001N50001,"Addison County, VT",1117,1124,1438,1761,2117,4048316999.5820312,316351.85965955385
2437,NCNTY50003N50003,"Bennington County, VT",1020,1142,1297,1804,2159,3283073920.390625,295059.57345527894
2438,NCNTY50005N50005,"Caledonia County, VT",986,992,1159,1610,1732,3345620157.4453125,358260.53242234595
2439,NCNTY50009N50009,"Essex County, VT",780,919,1007,1400,1640,3455752640.3867188,383918.9790054226
2440,NCNTY50015N50015,"Lamoille County, VT",986,1066,1345,1861,1868,2382364183.5546875,233557.61488626496
2441,NCNTY50017N50017,"Orange County, VT",1040,1167,1362,1757,1878,3463405404.7304688,290034.18248880474
2442,NCNTY50019N50019,"Orleans County, VT",940,993,1184,1528,1986,3718363186.0273438,295627.6150070962
2443,NCNTY50021N50021,"Rutland County, VT",1019,1026,1345,1638,1987,4668226816.894531,373738.93638115685
2444,NCNTY50023N50023,"Washington County, VT",1122,1129,1482,1824,1962,3513589892.09375,298067.9251868114
2445,NCNTY50025N50025,"Windham County, VT",1080,1161,1423,1710,1884,3868033173.828125,306886.9560363028
2446,NCNTY50027N50027,"Windsor County, VT",1161,1168,1362,1786,1844,4821804470.890625,430621.5960348148
2447,NCNTY51001N51001,"Accomack County, VA",740,856,1054,1367,1549,1883414039.0117188,2037900.8512382102
2448,NCNTY51005N51005,"Alleghany County-Clifton Forge city-Covington city, VA HUD Nonmet",773,778,914,1259,1358,1891682135.625,233143.3458600127
2449,NCNTY51017N51017,"Bath County, VA",796,801,977,1171,1528,2237089726.8125,229651.67898884183
2450,NCNTY51021N51021,"Bland County, VA",745,749,914,1271,1429,1464143568.5039062,221404.24195380745
2451,NCNTY51025N51025,"Brunswick County, VA",745,749,914,1271,1389,2302664694.5898438,207333.66633740618
2452,NCNTY51027N51027,"Buchanan County, VA",792,834,914,1271,1494,2064535681.0742188,281198.0600899073
2453,NCNTY51029N51029,"Buckingham County, VA",830,875,959,1266,1419,2409703947.0820312,245659.94202441635
2454,NCNTY51033N51033,"Caroline County, VA",859,1021,1246,1733,2090,2245037788.921875,296622.668861287
2455,NCNTY51035N51035,"Carroll County-Galax city, VA HUD Nonmetro FMR Area",765,770,914,1271,1481,1963200735.4453125,216142.63690607712
2456,NCNTY51037N51037,"Charlotte County, VA",692,697,914,1146,1533,1943356176.5234375,247532.76192273453
2457,NCNTY51049N51049,"Cumberland County, VA",812,817,997,1195,1673,1236057765.4921875,187910.68432890705
2458,NCNTY51051N51051,"Dickenson County, VA",745,749,914,1096,1346,1361524804.9179688,171642.13879358387
2459,NCNTY51057N51057,"Essex County, VA",907,912,1113,1341,1556,1096441918.7382812,308846.1583396348
2460,NCNTY51077N51077,"Grayson County, VA",792,834,914,1241,1252,1796621470.8789062,243049.17864768245
2461,NCNTY51081N51081,"Greensville County-Emporia city, VA HUD Nonmetro FMR Area",764,769,1001,1392,1679,1225505569.9609375,234820.55274049754
2462,NCNTY51083N51083,"Halifax County, VA",792,827,914,1167,1340,3354364394.9921875,312514.88012560556
2463,NCNTY51089N51089,"Henry County-Martinsville city, VA HUD Nonmetro FMR Area",749,753,914,1096,1282,1595394338.8007812,190607.65990639193
2464,NCNTY51091N51091,"Highland County, VA",745,749,914,1233,1429,1754572534.9335938,202857.49652725164
2465,NCNTY51099N51099,"King George County, VA",1182,1211,1469,2043,2464,776379315.3515625,195626.71758807308
2466,NCNTY51103N51103,"Lancaster County, VA",857,862,1052,1463,1765,557948748.0976562,503045.82215685776
2467,NCNTY51105N51105,"Lee County, VA",693,697,914,1226,1429,1765388347.171875,259845.5145219421
2468,NCNTY51109N51109,"Louisa County, VA",1080,1138,1247,1734,1950,2128104947.3476562,247007.89331851987
2469,NCNTY51111N51111,"Lunenburg County, VA",692,697,914,1127,1254,1756550972.6328125,211138.92127241995
2470,NCNTY51113N51113,"Madison County, VA",923,971,1066,1483,1667,1359975668.9257812,198527.23981634856
2471,NCNTY51117N51117,"Mecklenburg County, VA",719,724,950,1224,1258,2740496538.2382812,283842.5669229957
2472,NCNTY51119N51119,"Middlesex County, VA",1052,1058,1291,1548,2018,554576513.1757812,257202.42636265708
2473,NCNTY51131N51131,"Northampton County, VA",719,723,949,1320,1592,849876087.3085938,1515081.8028538418
2474,NCNTY51133N51133,"Northumberland County, VA",1066,1073,1309,1569,2047,818633079.8398438,745091.2211392012
2475,NCNTY51135N51135,"Nottoway County, VA",738,743,975,1356,1587,1290593622.4375,179941.1221237887
2476,NCNTY51137N51137,"Orange County, VA",1005,1012,1234,1716,1929,1443529282.9609375,246498.232489403
2477,NCNTY51139N51139,"Page County, VA",800,811,924,1157,1550,1331060124.3359375,178028.63956062228
2478,NCNTY51141N51141,"Patrick County, VA",758,763,914,1146,1429,1959602290.3203125,233184.37758259953
2479,NCNTY51143N51143,"Pittsylvania County-Danville city, VA HUD Nonmetro FMR Area",630,738,914,1263,1415,4137190501.5742188,310241.62401572114
2480,NCNTY51147N51147,"Prince Edward County, VA",916,922,1094,1312,1448,1447990151.8007812,213472.2779155298
2481,NCNTY51159N51159,"Richmond County, VA",876,882,1157,1464,1825,811976548.7617188,187455.0911213156
2482,NCNTY51163N51163,"Rockbridge County-Buena Vista city-Lexington city, VA HUD Nonmetr",870,917,1005,1398,1686,2531529357.0976562,242138.11423328548
2483,NCNTY51167N51167,"Russell County, VA",744,748,914,1156,1377,1934965955.0039062,250188.00848478917
2484,NCNTY51171N51171,"Shenandoah County, VA",849,855,1091,1394,1523,2189334921.21875,263396.46874175087
2485,NCNTY51173N51173,"Smyth County, VA",642,753,914,1191,1429,1834278785.4726562,204530.44198325658
2486,NCNTY51175N51175,"Southampton County-Franklin city, VA HUD Nonmetro FMR Area",811,817,1051,1346,1764,2466449362.7617188,298696.29747643595
2487,NCNTY51185N51185,"Tazewell County, VA",727,732,914,1096,1252,2122095233.8710938,269249.09812443313
2488,NCNTY51193N51193,"Westmoreland County, VA",973,979,1194,1658,1810,972303746.6914062,473065.73656975216
2489,NCNTY51195N51195,"Wise County-Norton city, VA HUD Nonmetro FMR Area",692,697,914,1205,1429,1678989844.1757812,239078.62121914886
2490,NCNTY51197N51197,"Wythe County, VA",758,762,914,1212,1533,1886633152.9101562,194525.66963522273
2491,NCNTY53001N53001,"Adams County, WA",795,863,1133,1576,1901,10734531604.601562,485950.6277630775
2492,NCNTY53009N53009,"Clallam County, WA",880,966,1266,1761,2026,10222077161.523438,742141.6764603348
2493,NCNTY53013N53013,"Columbia County, WA",738,951,1052,1463,1765,4737622271.21875,351246.382519966
2494,NCNTY53019N53019,"Ferry County, WA",683,742,973,1353,1632,13290648424.101562,594434.9451078522
2495,NCNTY53023N53023,"Garfield County, WA",735,798,1047,1456,1756,3915128656.734375,355794.92483693274
2496,NCNTY53025N53025,"Grant County, WA",933,939,1232,1707,2067,15657519031.351562,666820.9847991619
2497,NCNTY53027N53027,"Grays Harbor County, WA",838,927,1216,1691,1869,10800973345.671875,753922.0330890837
2498,NCNTY53029N53029,"Island County, WA",1172,1356,1671,2324,2733,1227857567.1328125,487614.1498672846
2499,NCNTY53031N53031,"Jefferson County, WA",1119,1165,1367,1901,2293,10410601564.148438,959877.820158182
2500,NCNTY53037N53037,"Kittitas County, WA",1002,1108,1454,2022,2439,13045724126.429688,643244.0030131154
2501,NCNTY53039N53039,"Klickitat County, WA",921,1018,1336,1602,1825,10173308949.476562,505913.1098908218
2502,NCNTY53041N53041,"Lewis County, WA",882,975,1279,1688,1832,13350700328.398438,617263.5652407914
2503,NCNTY53043N53043,"Lincoln County, WA",716,778,1021,1420,1713,13307581739.734375,531551.4216489855
2504,NCNTY53045N53045,"Mason County, WA",1030,1032,1354,1883,2097,5490512911.875,780726.9577802161
2505,NCNTY53047N53047,"Okanogan County, WA",732,828,1043,1428,1559,31374680199.84375,942216.6861319154
2506,NCNTY53049N53049,"Pacific County, WA",796,926,1134,1557,1902,5257242157.015625,802787.2912567398
2507,NCNTY53051N53051,"Pend Oreille County, WA",759,838,1099,1379,1844,8412932444.6640625,452970.3478200418
2508,NCNTY53055N53055,"San Juan County, WA",1215,1343,1762,2332,2333,1044276982.171875,937233.1118365518
2509,NCNTY53069N53069,"Wahkiakum County, WA",798,1021,1137,1581,1907,1554707933.234375,184085.61357916787
2510,NCNTY53075N53075,"Whitman County, WA",806,891,1169,1626,1961,12077794708.617188,573632.1537719977
2511,NCNTY54001N54001,"Barbour County, WV",667,793,869,1147,1313,1477857019.7890625,190117.47596664733
2512,NCNTY54007N54007,"Braxton County, WV",660,665,869,1147,1311,2198620966.96875,220418.98051919474
2513,NCNTY54013N54013,"Calhoun County, WV",667,706,869,1173,1177,1200132669.9101562,211676.0721108315
2514,NCNTY54017N54017,"Doddridge County, WV",712,754,928,1207,1257,1386738809.6640625,192484.17514847688
2515,NCNTY54021N54021,"Gilmer County, WV",667,793,869,1140,1390,1457342934.0234375,202802.66125377433
2516,NCNTY54023N54023,"Grant County, WV",658,662,869,1127,1177,2068663651.8007812,265089.21390633116
2517,NCNTY54025N54025,"Greenbrier County, WV",709,735,924,1179,1235,4274101888.3046875,368830.2568736316
2518,NCNTY54031N54031,"Hardy County, WV",715,784,932,1146,1263,2510572296.15625,267790.2439470682
2519,NCNTY54033N54033,"Harrison County, WV",770,843,955,1264,1466,1803055638.7734375,213351.5877893327
2520,NCNTY54035N54035,"Jackson County, WV",667,726,869,1137,1221,2016037792.0117188,229888.2355183477
2521,NCNTY54041N54041,"Lewis County, WV",667,754,869,1146,1151,1673118376.1445312,216229.55412388197
2522,NCNTY54043N54043,"Lincoln County, WV",667,714,869,1042,1177,1841357792.3242188,298610.24247377145
2523,NCNTY54045N54045,"Logan County, WV",667,793,869,1209,1458,1891072711.4960938,298333.05997112475
2524,NCNTY54047N54047,"McDowell County, WV",658,662,869,1146,1151,2197852712.8710938,271511.3231037484
2525,NCNTY54049N54049,"Marion County, WV",742,838,1007,1235,1624,1357237130.1054688,186032.39306634958
2526,NCNTY54053N54053,"Mason County, WV",667,793,869,1081,1151,1897566953.1523438,232243.69899288914
2527,NCNTY54055N54055,"Mercer County, WV",618,717,896,1206,1258,1729762469.1054688,185617.59476935063
2528,NCNTY54057N54057,"Mineral County, WV",667,695,869,1146,1250,1430473261.6367188,262671.2053686294
2529,NCNTY54059N54059,"Mingo County, WV",689,696,898,1077,1288,1758309182.2382812,332699.0140203238
2530,NCNTY54063N54063,"Monroe County, WV",667,706,869,1209,1312,1955563891.5039062,237445.53932941752
2531,NCNTY54067N54067,"Nicholas County, WV",667,696,869,1125,1177,2755740046.9609375,302299.2695215655
2532,NCNTY54071N54071,"Pendleton County, WV",667,706,869,1209,1219,2971584361.0898438,253595.61458889605
2533,NCNTY54073N54073,"Pleasants County, WV",658,662,869,1173,1177,583883195.8125,141635.15542983392
2534,NCNTY54075N54075,"Pocahontas County, WV",667,788,869,1146,1177,3970433583.1992188,345034.587514588
2535,NCNTY54083N54083,"Randolph County, WV",641,708,929,1183,1468,4438054909.84375,417561.1092278782
2536,NCNTY54085N54085,"Ritchie County, WV",658,662,869,1042,1151,1958170713.5195312,247588.04020660845
2537,NCNTY54087N54087,"Roane County, WV",667,793,869,1173,1177,2060798638.3671875,220057.6107804339
2538,NCNTY54089N54089,"Summers County, WV",667,706,869,1146,1151,1522128356.6835938,197689.35214230508
2539,NCNTY54091N54091,"Taylor County, WV",657,774,953,1286,1291,761625461.3359375,123930.33907181554
2540,NCNTY54093N54093,"Tucker County, WV",667,699,869,1209,1458,1814130323.75,209425.1063292806
2541,NCNTY54095N54095,"Tyler County, WV",667,706,869,1124,1177,1134366032.328125,205170.275909931
2542,NCNTY54097N54097,"Upshur County, WV",728,732,961,1205,1612,1519120837.375,191693.04807055168
2543,NCNTY54101N54101,"Webster County, WV",658,662,869,1061,1177,2355394046.0703125,214591.98938518803
2544,NCNTY54103N54103,"Wetzel County, WV",709,714,937,1206,1241,1578553070.0117188,220413.81307608276
2545,NCNTY54109N54109,"Wyoming County, WV",667,748,869,1173,1177,2074624278.6484375,280563.9118702047
2546,NCNTY55001N55001,"Adams County, WI",767,818,973,1236,1288,3438434618.6875,286965.52108853974
2547,NCNTY55003N55003,"Ashland County, WI",737,742,973,1353,1613,5719846337.65625,752872.3201946745
2548,NCNTY55005N55005,"Barron County, WI",704,750,984,1262,1590,4677777536.2578125,273518.6649029346
2549,NCNTY55007N55007,"Bayfield County, WI",671,742,973,1283,1288,8263763213.0703125,499946.8092358657
2550,NCNTY55011N55011,"Buffalo County, WI",691,742,973,1184,1539,3598407945.921875,297345.5914888612
2551,NCNTY55013N55013,"Burnett County, WI",691,742,974,1168,1469,4700247813.3828125,365952.53197666554
2552,NCNTY55019N55019,"Clark County, WI",723,754,973,1238,1399,6255341821.847656,326265.46626230335
2553,NCNTY55023N55023,"Crawford County, WI",691,888,973,1167,1325,2925557907.0,249741.7294350508
2554,NCNTY55027N55027,"Dodge County, WI",745,873,1080,1454,1485,4454479317.6171875,269209.7804137384
2555,NCNTY55029N55029,"Door County, WI",810,870,1141,1386,1511,2514008461.2109375,637450.3103048888
2556,NCNTY55033N55033,"Dunn County, WI",781,787,1024,1363,1718,4466794725.308594,277720.57981777063
2557,NCNTY55037N55037,"Florence County, WI",715,767,1007,1241,1384,2654305513.8046875,265645.91204512323
2558,NCNTY55041N55041,"Forest County, WI",694,742,973,1182,1288,5549528844.761719,366786.4605818698
2559,NCNTY55043N55043,"Grant County, WI",745,762,973,1213,1594,5708533630.941406,337720.4441499457
2560,NCNTY55047N55047,"Green Lake County, WI",691,742,973,1167,1288,1890481757.6367188,197190.53851997227
2561,NCNTY55051N55051,"Iron County, WI",691,758,973,1214,1499,4347888812.9609375,350295.84542028914
2562,NCNTY55053N55053,"Jackson County, WI",671,787,973,1167,1479,5063066155.761719,355573.42867684714
2563,NCNTY55055N55055,"Jefferson County, WI",797,917,1156,1530,1536,2825026037.109375,212352.8025288453
2564,NCNTY55057N55057,"Juneau County, WI",737,742,973,1195,1288,4021013971.2617188,337548.879009165
2565,NCNTY55065N55065,"Lafayette County, WI",691,819,973,1353,1466,3040851723.1757812,224144.6745585499
2566,NCNTY55067N55067,"Langlade County, WI",691,742,973,1167,1288,4641061312.0390625,313904.7289566242
2567,NCNTY55069N55069,"Lincoln County, WI",741,747,973,1353,1417,4752866570.011719,275268.9048674376
2568,NCNTY55071N55071,"Manitowoc County, WI",737,742,973,1167,1288,2993357947.4257812,237484.89581797505
2569,NCNTY55075N55075,"Marinette County, WI",741,745,973,1167,1457,7505441045.140625,535817.4967127035
2570,NCNTY55077N55077,"Marquette County, WI",691,772,973,1247,1385,2311410985.8710938,209578.0900825252
2571,NCNTY55078N55078,"Menominee County, WI",691,888,973,1314,1319,1890791651.8203125,192847.12086486266
2572,NCNTY55081N55081,"Monroe County, WI",714,828,1036,1360,1413,4538123786.8515625,281573.6322639783
2573,NCNTY55085N55085,"Oneida County, WI",719,887,1013,1215,1455,6566178277.4921875,372653.7763673515
2574,NCNTY55091N55091,"Pepin County, WI",691,742,973,1329,1632,1269930328.53125,219107.75203828586
2575,NCNTY55095N55095,"Polk County, WI",756,836,1097,1357,1669,5034887493.515625,339213.82438340253
2576,NCNTY55097N55097,"Portage County, WI",715,794,1037,1243,1373,4186229333.453125,274542.05406524305
2577,NCNTY55099N55099,"Price County, WI",737,742,973,1211,1288,6780339390.046875,333290.6318762777
2578,NCNTY55103N55103,"Richland County, WI",671,815,973,1167,1461,2889986712.0078125,230442.64473594495
2579,NCNTY55107N55107,"Rusk County, WI",737,742,973,1196,1288,4902668640.675781,302007.70704321173
2580,NCNTY55111N55111,"Sauk County, WI",807,951,1111,1404,1482,4171490977.9101562,298769.80550465797
2581,NCNTY55113N55113,"Sawyer County, WI",771,801,1051,1260,1392,7214508654.9375,360171.4613198919
2582,NCNTY55115N55115,"Shawano County, WI",692,814,973,1245,1288,4676549362.816406,357954.8569239081
2583,NCNTY55119N55119,"Taylor County, WI",691,778,973,1245,1570,5137786656.296875,306881.5570150821
2584,NCNTY55121N55121,"Trempealeau County, WI",748,753,988,1303,1308,3752973119.5507812,314001.90966718685
2585,NCNTY55125N55125,"Vilas County, WI",775,780,973,1167,1288,5471593743.503906,360897.5520443974
2586,NCNTY55127N55127,"Walworth County, WI",831,919,1206,1517,1956,2763757946.59375,210751.17265594957
2587,NCNTY55129N55129,"Washburn County, WI",672,743,975,1169,1291,4562524515.503906,279035.94245771435
2588,NCNTY55135N55135,"Waupaca County, WI",764,779,973,1283,1288,3892220606.5351562,273669.55277394765
2589,NCNTY55137N55137,"Waushara County, WI",691,742,973,1291,1493,3203280946.796875,239611.3652893573
2590,NCNTY55141N55141,"Wood County, WI",691,742,973,1220,1288,4114311420.3085938,268062.74107941764
2591,NCNTY56001N56001,"Albany County, WY",709,786,963,1339,1615,20007825032.441406,718703.4578876243
2592,NCNTY56003N56003,"Big Horn County, WY",761,871,963,1189,1515,16096444551.496094,606642.4408059793
2593,NCNTY56005N56005,"Campbell County, WY",806,896,1019,1344,1709,24267445160.871094,681698.66307676
2594,NCNTY56007N56007,"Carbon County, WY",775,854,980,1293,1454,37026701277.14844,846469.2872178599
2595,NCNTY56009N56009,"Converse County, WY",777,782,1026,1412,1695,20644876019.73828,646538.7344228815
2596,NCNTY56011N56011,"Crook County, WY",734,739,963,1227,1590,14634462884.375,486099.025603951
2597,NCNTY56013N56013,"Fremont County, WY",748,753,963,1320,1615,44951618709.84766,1184829.4544838255
2598,NCNTY56015N56015,"Goshen County, WY",729,734,963,1293,1615,10505156635.398438,447985.4645454494
2599,NCNTY56017N56017,"Hot Springs County, WY",729,734,963,1339,1577,9951618101.234375,571166.1418685776
2600,NCNTY56019N56019,"Johnson County, WY",844,850,1115,1368,1842,20928592953.695312,646380.8390638857
2601,NCNTY56023N56023,"Lincoln County, WY",729,734,963,1339,1615,19378553834.765625,756985.4653419509
2602,NCNTY56027N56027,"Niobrara County, WY",904,910,1186,1632,1959,12754933492.742188,459819.1498012081
2603,NCNTY56029N56029,"Park County, WY",664,734,963,1338,1615,35491910252.27344,1017629.771619341
2604,NCNTY56031N56031,"Platte County, WY",761,785,963,1253,1590,9948143211.710938,427824.7448908211
2605,NCNTY56033N56033,"Sheridan County, WY",855,860,1129,1354,1891,12992603310.929688,567885.4827495979
2606,NCNTY56035N56035,"Sublette County, WY",759,764,995,1384,1643,23733518391.453125,728035.2619469239
2607,NCNTY56037N56037,"Sweetwater County, WY",735,854,996,1263,1671,48722593398.73047,948276.0373978504
2608,NCNTY56039N56039,"Teton County, WY",1252,1260,1653,2216,2730,21069450073.86328,693578.0426224069
2609,NCNTY56041N56041,"Uinta County, WY",664,734,963,1339,1467,9587252609.316406,394529.65411055135
2610,NCNTY56043N56043,"Washakie County, WY",729,734,963,1339,1590,11192753847.570312,530267.337714226
2611,NCNTY56045N56045,"Weston County, WY",808,813,1059,1457,1749,11952233822.777344,437744.04518633016
2612,NCNTY60999N60999,American Samoa,690,700,919,1278,1542,216264749.43164062,206034.75370043036
2613,NCNTY66010N66010,Guam,1100,1211,1589,2226,2668,593706884.2832031,170498.37509881033
2614,NCNTY69999N69999,Northern Mariana Islands,665,735,965,1342,1612,511750930.9628906,409633.4149339521
2615,NCNTY72001N99999,"Adjuntas Municipio, PR Exception Area",461,479,531,743,805,193562963.86621094,73672.77818588605
2616,NCNTY72081N99999,"Lares Municipio, PR Exception Area",439,441,504,661,717,177996268.32226562,72527.48918938168
2617,NCNTY72083N99999,"Las Marías Municipio, PR Exception Area",449,467,516,661,762,134248968.35351562,72663.45810723296
2618,NCNTY72141N99999,"Utuado Municipio, PR Exception Area",439,441,504,661,717,332303819.60058594,125730.4672208118
2619,NCNTY72923N72923,Puerto Rico HUD Nonmetro Area,414,433,475,661,717,1047200044.6083984,655406.021473543
2620,NCNTY78010N78010,"St. Croix Island, VI",1002,1023,1249,1504,1656,239118673.390625,118260.26098467658
2621,NCNTY78020N78020,"St. John Island, VI",1563,1578,1969,2362,2607,55825323.35449219,100962.86031992383
2622,NCNTY78030N78030,"St. Thomas Island, VI",1024,1189,1467,1759,1942,88129512.09570312,165659.56016644844
